building	effect	effect_scope	value	value_damaged	value_ruined
inv_gre_minor_town_farm_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_minor_town_farm_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	5.0	2.0	0.0
inv_gre_minor_town_farm_2	rom_building_gdp_subsistence	this_building	100.0	50.0	0.0
inv_gre_minor_town_farm_2	rom_building_growth_all	this_province	3.0	1.0	0.0
inv_gre_minor_town_farm_2	rom_building_road	this_region	3.0	3.0	0.0
inv_gre_minor_town_farm_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_farm_3	inv_building_economy_food_from_farms_this_region	this_region	2.0	0.0	0.0
inv_gre_minor_town_farm_3	rom_building_culture_conversion_hellenic	this_region	3.0	1.0	0.0
inv_gre_minor_town_farm_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_minor_town_farm_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_minor_town_farm_3	rom_building_gdp_subsistence	this_building	125.0	63.0	0.0
inv_gre_minor_town_farm_3	rom_building_growth_all	this_province	5.0	2.0	0.0
inv_gre_minor_town_farm_3	rom_building_road	this_region	7.0	7.0	0.0
inv_gre_minor_town_farm_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_farm_4	inv_building_economy_food_from_farms_this_region	this_region	3.0	0.0	0.0
inv_gre_minor_town_farm_4	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_minor_town_farm_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_minor_town_farm_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	15.0	7.0	0.0
inv_gre_minor_town_farm_4	rom_building_gdp_subsistence	this_building	150.0	75.0	0.0
inv_gre_minor_town_farm_4	rom_building_growth_all	this_province	7.0	3.0	0.0
inv_gre_minor_town_farm_4	rom_building_road	this_region	11.0	11.0	0.0
inv_gre_minor_town_farm_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_trade_2	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_minor_town_trade_2	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_minor_town_trade_2	rom_building_gdp_mod_trade_all	regions_in_this_province	5.0	2.0	0.0
inv_gre_minor_town_trade_2	rom_building_gdp_subsistence	this_building	150.0	75.0	0.0
inv_gre_minor_town_trade_2	rom_building_growth_all	this_province	1.0	1.0	0.0
inv_gre_minor_town_trade_2	rom_building_public_order_happiness	this_province	-2.0	-2.0	0.0
inv_gre_minor_town_trade_2	rom_building_road	this_region	3.0	3.0	0.0
inv_gre_minor_town_trade_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_trade_3	rom_building_culture_conversion_hellenic	this_region	3.0	1.0	0.0
inv_gre_minor_town_trade_3	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_minor_town_trade_3	rom_building_gdp_mod_trade_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_minor_town_trade_3	rom_building_gdp_subsistence	this_building	200.0	100.0	0.0
inv_gre_minor_town_trade_3	rom_building_growth_all	this_province	2.0	1.0	0.0
inv_gre_minor_town_trade_3	rom_building_public_order_happiness	this_province	-4.0	-4.0	0.0
inv_gre_minor_town_trade_3	rom_building_road	this_region	7.0	7.0	0.0
inv_gre_minor_town_trade_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_trade_4	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_minor_town_trade_4	rom_building_food_consumption	this_region	12.0	12.0	0.0
inv_gre_minor_town_trade_4	rom_building_gdp_mod_trade_all	regions_in_this_province	15.0	7.0	0.0
inv_gre_minor_town_trade_4	rom_building_gdp_subsistence	this_building	250.0	150.0	0.0
inv_gre_minor_town_trade_4	rom_building_growth_all	this_province	3.0	1.0	0.0
inv_gre_minor_town_trade_4	rom_building_public_order_happiness	this_province	-8.0	-8.0	0.0
inv_gre_minor_town_trade_4	rom_building_road	this_region	11.0	11.0	0.0
inv_gre_minor_town_trade_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_port_1	rom_building_food_fishing	this_region	2.0	1.0	0.0
inv_gre_port_1	rom_building_gdp_trade_sea	this_building	50.0	25.0	0.0
inv_gre_port_trade_2	rom_building_food_fishing	this_region	4.0	2.0	0.0
inv_gre_port_trade_2	rom_building_gdp_mod_trade_all	regions_in_this_province	5.0	2.0	0.0
inv_gre_port_trade_2	rom_building_gdp_trade_sea	this_building	100.0	50.0	0.0
inv_gre_port_trade_2	rom_building_public_order_happiness	this_province	-2.0	-2.0	0.0
inv_gre_port_trade_2	rom_building_trade_tariffs_all	this_faction	2.0	1.0	0.0
inv_gre_port_trade_3	rom_building_food_fishing	this_region	6.0	3.0	0.0
inv_gre_port_trade_3	rom_building_gdp_mod_trade_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_port_trade_3	rom_building_gdp_trade_sea	this_building	200.0	100.0	0.0
inv_gre_port_trade_3	rom_building_public_order_happiness	this_province	-4.0	-4.0	0.0
inv_gre_port_trade_3	rom_building_trade_tariffs_all	this_faction	5.0	2.0	0.0
inv_gre_port_trade_4	rom_building_food_fishing	this_region	8.0	4.0	0.0
inv_gre_port_trade_4	rom_building_gdp_mod_trade_all	regions_in_this_province	12.0	6.0	0.0
inv_gre_port_trade_4	rom_building_gdp_trade_sea	this_building	300.0	150.0	0.0
inv_gre_port_trade_4	rom_building_public_order_happiness	this_province	-6.0	-6.0	0.0
inv_gre_port_trade_4	rom_building_trade_tariffs_all	this_faction	7.0	3.0	0.0
inv_gre_port_trade_5	rom_building_food_fishing	this_region	12.0	6.0	0.0
inv_gre_port_trade_5	rom_building_gdp_mod_trade_all	regions_in_this_province	15.0	7.0	0.0
inv_gre_port_trade_5	rom_building_gdp_trade_sea	this_building	500.0	250.0	0.0
inv_gre_port_trade_5	rom_building_public_order_happiness	this_province	-10.0	-10.0	0.0
inv_gre_port_trade_5	rom_building_trade_tariffs_all	this_faction	10.0	5.0	0.0
inv_gre_religious_1	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_religious_1	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_religious_ares_2	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_religious_ares_2	rom_building_food_consumption	this_region	3.0	3.0	0.0
inv_gre_religious_ares_2	rom_building_gdp_mod_industry	regions_in_this_province	5.0	2.0	0.0
inv_gre_religious_ares_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_religious_ares_2	rom_building_slave_gpd_mod	this_province	3.0	1.0	0.0
inv_gre_religious_ares_2	rom_building_unit_training_morale_all	this_province	3.0	1.0	0.0
inv_gre_religious_ares_3	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_religious_ares_3	rom_building_food_consumption	this_region	6.0	6.0	0.0
inv_gre_religious_ares_3	rom_building_gdp_mod_industry	regions_in_this_province	10.0	5.0	0.0
inv_gre_religious_ares_3	rom_building_public_order_happiness	this_province	3.0	1.0	0.0
inv_gre_religious_ares_3	rom_building_slave_gpd_mod	this_province	6.0	3.0	0.0
inv_gre_religious_ares_3	rom_building_unit_training_morale_all	this_province	6.0	3.0	0.0
inv_gre_religious_ares_4	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_religious_ares_4	rom_building_food_consumption	this_region	12.0	12.0	0.0
inv_gre_religious_ares_4	rom_building_gdp_mod_industry	regions_in_this_province	20.0	10.0	0.0
inv_gre_religious_ares_4	rom_building_public_order_happiness	this_province	5.0	2.0	0.0
inv_gre_religious_ares_4	rom_building_slave_gpd_mod	this_province	12.0	6.0	0.0
inv_gre_religious_ares_4	rom_building_unit_training_morale_all	this_province	9.0	4.0	0.0
inv_gre_religious_athena_2	rom_building_culture_conversion_hellenic	this_region	3.0	2.0	0.0
inv_gre_religious_athena_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_religious_athena_2	rom_building_gdp_mod_culture_all	regions_in_this_province	5.0	2.0	0.0
inv_gre_religious_athena_2	rom_building_public_order_happiness	this_province	3.0	1.0	0.0
inv_gre_religious_athena_2	rom_building_research_points	this_faction	2.0	1.0	0.0
inv_gre_religious_athena_3	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_religious_athena_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_religious_athena_3	rom_building_gdp_mod_culture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_religious_athena_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_religious_athena_3	rom_building_research_points	this_faction	4.0	2.0	0.0
inv_gre_religious_athena_4	rom_building_culture_conversion_hellenic	this_region	5.0	3.0	0.0
inv_gre_religious_athena_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_religious_athena_4	rom_building_gdp_mod_culture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_religious_athena_4	rom_building_public_order_happiness	this_province	8.0	4.0	0.0
inv_gre_religious_athena_4	rom_building_research_points	this_faction	8.0	4.0	0.0
inv_gre_religious_grove_taranto_2	inv_building_economy_food_from_farms	regions_in_this_province	2.0	0.0	0.0
inv_gre_religious_grove_taranto_2	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_religious_grove_taranto_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_religious_grove_taranto_2	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_religious_grove_taranto_3	inv_building_economy_food_from_farms	regions_in_this_province	4.0	0.0	0.0
inv_gre_religious_grove_taranto_3	rom_building_culture_conversion_hellenic	this_region	6.0	3.0	0.0
inv_gre_religious_grove_taranto_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_religious_grove_taranto_3	rom_building_public_order_happiness	this_province	8.0	4.0	0.0
inv_gre_religious_grove_taranto_4	inv_building_economy_food_from_farms	regions_in_this_province	6.0	0.0	0.0
inv_gre_religious_grove_taranto_4	rom_building_culture_conversion_hellenic	this_region	8.0	4.0	0.0
inv_gre_religious_grove_taranto_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	30.0	15.0	0.0
inv_gre_religious_grove_taranto_4	rom_building_public_order_happiness	this_province	12.0	6.0	0.0
inv_gre_religious_grove_taranto_5	inv_building_economy_food_from_farms	regions_in_this_province	8.0	0.0	0.0
inv_gre_religious_grove_taranto_5	rom_building_culture_conversion_hellenic	this_region	10.0	5.0	0.0
inv_gre_religious_grove_taranto_5	rom_building_gdp_mod_agriculture_all	regions_in_this_province	40.0	20.0	0.0
inv_gre_religious_grove_taranto_5	rom_building_public_order_happiness	this_province	16.0	8.0	0.0
inv_gre_religious_zeus_2	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_religious_zeus_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_religious_zeus_2	rom_building_gdp_culture_entertainment	this_building	50.0	25.0	0.0
inv_gre_religious_zeus_2	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_religious_zeus_2	rom_building_tax_level	this_province	1.0	0.0	0.0
inv_gre_religious_zeus_3	rom_building_culture_conversion_hellenic	this_region	6.0	3.0	0.0
inv_gre_religious_zeus_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_religious_zeus_3	rom_building_gdp_culture_entertainment	this_building	100.0	50.0	0.0
inv_gre_religious_zeus_3	rom_building_public_order_happiness	this_province	8.0	4.0	0.0
inv_gre_religious_zeus_3	rom_building_tax_level	this_province	2.0	0.0	0.0
inv_gre_religious_zeus_4	rom_building_culture_conversion_hellenic	this_region	8.0	4.0	0.0
inv_gre_religious_zeus_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_religious_zeus_4	rom_building_gdp_culture_entertainment	this_building	150.0	75.0	0.0
inv_gre_religious_zeus_4	rom_building_public_order_happiness	this_province	16.0	8.0	0.0
inv_gre_religious_zeus_4	rom_building_tax_level	this_province	3.0	0.0	0.0
inv_gre_town_centre_1	rom_building_gdp_trade_local	this_building	50.0	25.0	0.0
inv_gre_town_centre_1	rom_building_public_order_happiness	this_province	1.0	1.0	0.0
inv_gre_town_centre_market_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_town_centre_market_2	rom_building_gdp_trade_local	this_building	100.0	50.0	0.0
inv_gre_town_centre_market_2	rom_building_trade_tariffs_all	this_faction	3.0	1.0	0.0
inv_gre_town_centre_market_3	rom_building_food_consumption	this_region	3.0	3.0	0.0
inv_gre_town_centre_market_3	rom_building_gdp_trade_local	this_building	150.0	100.0	0.0
inv_gre_town_centre_market_3	rom_building_trade_tariffs_all	this_faction	6.0	3.0	0.0
inv_gre_town_centre_market_4	rom_building_food_consumption	this_region	6.0	6.0	0.0
inv_gre_town_centre_market_4	rom_building_gdp_trade_local	this_building	200.0	150.0	0.0
inv_gre_town_centre_market_4	rom_building_trade_tariffs_all	this_faction	9.0	4.0	0.0
inv_gre_town_centre_stadia_2	rom_building_gdp_culture_entertainment	this_building	80.0	40.0	0.0
inv_gre_town_centre_stadia_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_town_centre_stadia_2	rom_building_unit_training_morale_all	this_province	2.0	1.0	0.0
inv_gre_town_centre_stadia_3	rom_building_gdp_culture_entertainment	this_building	120.0	80.0	0.0
inv_gre_town_centre_stadia_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_town_centre_stadia_3	rom_building_unit_training_morale_all	this_province	4.0	2.0	0.0
inv_gre_town_centre_stadia_4	rom_building_gdp_culture_entertainment	this_building	160.0	120.0	0.0
inv_gre_town_centre_stadia_4	rom_building_public_order_happiness	this_province	6.0	3.0	0.0
inv_gre_town_centre_stadia_4	rom_building_unit_training_morale_all	this_province	6.0	3.0	0.0
inv_gre_water_1	rom_building_growth_all	this_province	2.0	1.0	0.0
inv_gre_water_1	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_water_fountain_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_water_fountain_2	rom_building_gdp_culture_entertainment	this_building	50.0	25.0	0.0
inv_gre_water_fountain_2	rom_building_growth_all	this_province	4.0	2.0	0.0
inv_gre_water_fountain_2	rom_building_public_order_happiness	this_province	3.0	1.0	0.0
inv_gre_water_fountain_3	rom_building_food_consumption	this_region	2.0	2.0	0.0
inv_gre_water_fountain_3	rom_building_gdp_culture_entertainment	this_building	100.0	50.0	0.0
inv_gre_water_fountain_3	rom_building_growth_all	this_province	8.0	4.0	0.0
inv_gre_water_fountain_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_water_fountain_4	rom_building_food_consumption	this_region	3.0	3.0	0.0
inv_gre_water_fountain_4	rom_building_gdp_culture_entertainment	this_building	150.0	75.0	0.0
inv_gre_water_fountain_4	rom_building_growth_all	this_province	12.0	6.0	0.0
inv_gre_water_fountain_4	rom_building_public_order_happiness	this_province	5.0	2.0	0.0
inv_gre_water_tank_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_water_tank_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_water_tank_2	rom_building_growth_all	this_province	2.0	1.0	0.0
inv_gre_water_tank_2	rom_building_province_attribute_all	this_province	2.0	1.0	0.0
inv_gre_water_tank_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_water_tank_3	rom_building_food_consumption	this_region	3.0	3.0	0.0
inv_gre_water_tank_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_water_tank_3	rom_building_growth_all	this_province	2.0	1.0	0.0
inv_gre_water_tank_3	rom_building_province_attribute_all	this_province	4.0	2.0	0.0
inv_gre_water_tank_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_water_tank_4	rom_building_food_consumption	this_region	6.0	6.0	0.0
inv_gre_water_tank_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	30.0	10.0	0.0
inv_gre_water_tank_4	rom_building_growth_all	this_province	2.0	1.0	0.0
inv_gre_water_tank_4	rom_building_province_attribute_all	this_province	6.0	3.0	0.0
inv_gre_water_tank_4	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_greek_amber_1	rom_building_gdp_trade_local	this_building	150.0	75.0	0.0
inv_greek_amber_1	rom_building_growth_all	this_province	1.0	1.0	0.0
inv_greek_amber_1	rom_building_public_order_happiness	this_province	1.0	1.0	0.0
inv_greek_amber_1	rom_building_resource_amber_production	this_building	40.0	0.0	0.0
inv_greek_amber_1	rom_building_trade_tariffs_all	this_faction	2.0	1.0	0.0
inv_greek_amber_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_greek_amber_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_greek_amber_2	rom_building_gdp_trade_local	this_building	250.0	125.0	0.0
inv_greek_amber_2	rom_building_growth_all	this_province	2.0	2.0	0.0
inv_greek_amber_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_greek_amber_2	rom_building_resource_amber_production	this_building	80.0	0.0	0.0
inv_greek_amber_2	rom_building_road	this_region	3.0	3.0	3.0
inv_greek_amber_2	rom_building_trade_tariffs_all	this_faction	4.0	2.0	0.0
inv_greek_amber_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_greek_amber_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_greek_amber_3	rom_building_gdp_trade_local	this_building	300.0	175.0	0.0
inv_greek_amber_3	rom_building_growth_all	this_province	3.0	3.0	0.0
inv_greek_amber_3	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
inv_greek_amber_3	rom_building_resource_amber_production	this_building	120.0	0.0	0.0
inv_greek_amber_3	rom_building_road	this_region	3.0	3.0	3.0
inv_greek_amber_3	rom_building_trade_tariffs_all	this_faction	6.0	3.0	0.0
inv_greek_amber_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_greek_amber_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_greek_amber_4	rom_building_gdp_trade_local	this_building	350.0	250.0	0.0
inv_greek_amber_4	rom_building_growth_all	this_province	4.0	4.0	0.0
inv_greek_amber_4	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_greek_amber_4	rom_building_resource_amber_production	this_building	160.0	0.0	0.0
inv_greek_amber_4	rom_building_road	this_region	3.0	3.0	3.0
inv_greek_amber_4	rom_building_trade_tariffs_all	this_faction	8.0	4.0	0.0
inv_greek_amber_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_greek_gold_1	rom_building_gdp_industry_mining	this_building	200.0	100.0	0.0
inv_greek_gold_1	rom_building_gdp_mod_industry_mining	in_all_your_regions	5.0	3.0	0.0
